date,username,rawContent
2022-10-12 20:25:04+00:00,obetross,"@raf_ignacio Ganito kasi yan, the peso is weak because the dollar is strong. https://t.co/EJhsb2qFXa"
2022-10-12 20:21:20+00:00,DaOtherEye,Maybe because the peso is weak but the peso is not weak. It's just the #iPhone14 that is weak or the dollar is strong. 😂😂😂
2022-10-12 20:06:01+00:00,TaEynney,YOU DON'T NEED TO ATTACK US LIKE THAT JEON JUNGKOOK. IT'S 4 AM HERE IN THE PHILIPPINES AND THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG. I DON'T CARE. I'M NOT SCREAMING.
2022-10-12 19:47:34+00:00,Rori63822291,@jmy_perez @mteresacjiz Ano ang mahirap intindihin sa sinabi ni Sandro? Very clear naman na ibig sabihin ay strong ang dollar that's why the peso is weak. Ano ang mali doon eh totoo naman na very strong ang dollar kayà kahit dito sa UK ay bagsak ang Pounds.🤔🫡
2022-10-12 19:37:01+00:00,mordsithV,Dito sa atin ang explanation ay the peso is weak because the dollar is strong. Ganun lang.
2022-10-12 19:13:03+00:00,heist7,@LakasNgTimog The peso is weak not because the peso is weak. The peso is weak because the dollar is strong.
2022-10-12 18:09:50+00:00,0304bbang,peso is not weak nga kasi strong ang dollar
2022-10-12 18:09:09+00:00,LoeyKyoong6104_,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-12 18:07:32+00:00,LoeyKyoong6104_,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-12 17:50:38+00:00,ReplyX000,@PajamaMaster the peso is weak and the dollar is strong but philiipines economy is at the bottom
2022-10-12 17:43:16+00:00,ikeunomiya,@kouffeinated opo pero the peso is not weak because the peso is weak. the peso is weak because the dollar is strong.
2022-10-12 17:24:20+00:00,MariaRamaRama,"@datumx11 It does make sense compared to Sandro's. Or, wordy but clear:

The Peso is WEAK not only relative to the US dollar but also relative to other major currencies because of PH's WEAK economic performance coupled with a WEAK leader and with a strong USD."
2022-10-12 17:06:00+00:00,Anjellebot,the peso is weak because the dollar is strong shuta di ako makatulog
2022-10-12 16:35:18+00:00,covidasasarap,"Password: (types) Peso
Computer: Weak
New Password: (types) Dollar
Computer: Strong"
2022-10-12 16:35:00+00:00,lookonionskin,"I saw some people making fun of this statement, but what he said made sense. The peso is not weak because the peso is weak. The peso is weak because the dollar is strong! Pound to peso is still pretty much the same. It’s not weak, the dollar is just strong. 

Hang tough Sandro! https://t.co/PHcCRlMCEu"
2022-10-12 16:24:40+00:00,nbvneverquits,"The peso may be weak because the dollar is strong, but it does not make the government helpless or without any choice to do something to address it. 

May mga Pilipinong ikamamatay ang pagtitiis. Nakamamatay ang maging mahirap sa Pilipinas."
2022-10-12 16:16:47+00:00,santelmofps,"@meowrualt the peso is not weak bc the peso is not strong, the peso is weak bc the dollar is strong 💪"
2022-10-12 16:07:57+00:00,Dogglerr,"the peso is not weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-12 16:00:13+00:00,JBidencio,"@raf_ignacio I poked fun at Sandro so many times because of his wisdom &amp; eloquence about Philippine economy.  Remember, he claims to be London educated while I'm not but I fully understand why the peso is depreciating... not because the dollar is strong but because the peso is weak. 🤣🤣🤣"
2022-10-12 15:49:36+00:00,kwanguLUKE,"@sonnyafrica Hence you get the quote “The peso is weak not because it is weak. But because the dollar is strong”. 

However the fuller context should add that “The peso has not depreciated against other currencies.”"
2022-10-12 15:32:23+00:00,geonbanz,the peso is not weak because the peso is weak. the peso is weak because the dollar is strong https://t.co/N3f57ETcHJ
2022-10-12 15:32:23+00:00,markrossimo,Tapusin na ang debate. The peso is weak because the economy is weak and further weakened by the strong dollar. Next topic na. Let’s just enjoy Sandro’s memes. 🙃
2022-10-12 15:12:22+00:00,HeyImBriaan,"If the peso is weak because the dollar is strong, where’s the peck of pickled peppers Peter Piper picked?"
2022-10-12 15:09:07+00:00,lakerscuderia,the peso is not weak because the peso is weak the peso is weak because the dollar is strong — bagbagam sika https://t.co/osnyy4m2lr
2022-10-12 15:06:04+00:00,aiatagle,"""The peso is weak not because the peso is weak. The peso is weak because the dollar is strong.""

Two things lang from a political and economic perspective (in the most chewable bits of explanation):

1/n"
2022-10-12 14:57:40+00:00,foreverdelushon,"SHABAY SHABAY!!

""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong"" https://t.co/3wGdZ13gPs"
2022-10-12 14:42:51+00:00,TeamFreLenciaPH,"Dapat sinabi niya na lang na ""The peso is weak, because the dollar is strong.""

Ayan, nagmukhang MaDumb na rin siya."
2022-10-12 14:41:39+00:00,RandomGaLDessa,"In fact, if you're going to follow his ""US dollar is strong"" premise to its logical conclusion, you will arrive at the very beginning point that he's trying to refute: that the PH peso is weak."
2022-10-12 14:39:10+00:00,IdolParker,"Tanginang ""The peso is weak because the dollar is strong"" AHAHAHAHAAHAHAHAHAHAHAAH KABOBOHAN TALAGA NAMAMANA AHAHAHAHAAHAHAHAHAHAHAHAHA"
2022-10-12 14:38:47+00:00,dalsomeadows,"The peso is not the peso, not because it is weak. The weak is the strong, because it is the dollar. lets pump it up! 
https://t.co/kHDPOv3u1m"
2022-10-12 14:34:05+00:00,kiska0_0,@IletoHenry The peso is not weak. The dollar is strong because the peso is weak.
2022-10-12 14:31:19+00:00,PeterVilladolid,"@JenniferTee10 @AlfredoGenom Because the peso is not weak, it is weak just because the dollar is strong"
2022-10-12 14:30:53+00:00,realbryl,“The peso is weak because the dollar is strong” This is elementary logical thinking in full display. I got you Sandro
2022-10-12 14:26:03+00:00,PayerEron,"Hello unpopular opinion, di ako supporter ng uniteam. May sense yung sinabi ni Sandro regarding the US dollar being strong. If iccompare po to other major currencies, it's right about the same, the peso isn't weak."
2022-10-12 14:22:27+00:00,RockyMa46760498,Congressman Sandro is right. The peso is not weak in itself. It just appears weak because the mainstream media keeps on comparing to a stronger dollar which was already strong in itself before the economies was messed up by the pandemic and the war.
2022-10-12 13:58:47+00:00,Datangelopez,I don't understand bakit ginagawang joke yung statement ni sandro na “Peso is weak because dollar is strong” ??? Is there something wrong with the fact he stated????
2022-10-12 13:57:49+00:00,Calienteverse2,"Malinaw naman pagkaka explain Doon ni Sandro pero Ewan ko ba bakit parang nka stick Lang sila dun sa peso is weak, not because pesos is weak
Pesos is weak because usd is strong.. Bat nga ba hirap sila unawain na malakas ang dollar kontra sa lahat NG currency sa buong mundo 🤓"
2022-10-12 13:56:18+00:00,JEY_PPI,"Trend ngayon yung pagsabi ni Sandro ng 'The peso is weak because the dollar is strong', unang panood ko dun, nagets ko kasi pinanood ko yung explanation nya. Hindi naman ako ekonomista, pero yung points nya nagmemake sense naman, lah, paulit-ulit den naman sinasabi nya dba?"
2022-10-12 13:53:42+00:00,ryziexx,"the peso is not weak because the peso is weak. the peso is weak because the dollar is strong.

wow luvet ang talino mo sa bandang paa 🥰🥰"
2022-10-12 13:50:21+00:00,kalakumag,"Promis...
Pag natanggap ako dito...Ganon pa rin..Dollar is strong...peso is weak..😩😫

Natuwa siguro...Sa tibay ng dibdib kong mag apply...
Di naman ako bankero...

Sa Saudi.. Yes me experience ako..Bankero ako dyan..Nag babangka ako ng Lucky 9 diyan.. https://t.co/OSbIVKGukN"
2022-10-12 13:49:58+00:00,redfIaglvr,@fretblades the peso is not weak because the peso is week the dollar is strong po
2022-10-12 13:49:04+00:00,Arami1012,"Alam kong bobo ako pero mas bobo yung nagsabi ng "" the peso is not weak because the peso is weak, the peso is weak because the dollar is strong"""
2022-10-12 13:48:17+00:00,brewzweeeyn,"hays basta always remember that the peso is weak not because the peso is weak, but because the dollar is strong"
2022-10-12 13:33:29+00:00,iamMsKhay,"@nbvneverquits The peso is not weak, it’s just that the dollar is strong 🤦‍♀️😂😂"
2022-10-12 13:31:27+00:00,_jsmnvnt,"ang mahal mabuhay tapos sasabihan lang ako na the peso is not weak because the peso is weak, its because the dollar is strong. yung tax ko a"
2022-10-12 13:20:07+00:00,onofight,"Pinklawans, pakipaliwanag nyo nga kung bakit mali ang: Peso is not weak, Dollar is just strong"" at tama ang ""unselfless""?"
2022-10-12 13:11:51+00:00,J_A_C_1986,It's easy for the super-rich like Manny Villar and Sandro Marcos to downplay the plunging peso by blabbering the 'peso is weak because the dollar is strong'. They're not the ones who will be burdened the most as the weakening peso accelerates inflation.
2022-10-12 13:10:17+00:00,ikkeuragi,@baikeury main points points: peso = weak &amp; dollar = strong
2022-10-12 13:09:21+00:00,naolbedo,"Dollar suddenly grabbed my hands and pinned me to the wall. I can feel his strength and his hot breaths against my skin. ""Peso, you are mine only,"" he whispered in my ear. I can't help but blush. His words and his grip were too strong, and I was too weak. Damn, I surrender baby!"
2022-10-12 13:04:59+00:00,boobs_slayer69,the peso is not weak because its not weak the peso is weak because the dollar is strong
2022-10-12 13:03:47+00:00,aaroncarl23,Wow 1000$ cash prize ng #MV33P grabe nga yon pataasin mo muna ma yung dollar bago mo iconvert sa peso hahahahahahaha strong kase ang dollar e weak lang ang peso 🤣😭
2022-10-12 13:03:25+00:00,boobs_slayer69,the peso is not weak because its not weak the peso is weak because the dollar is strong
2022-10-12 13:03:19+00:00,boobs_slayer69,the peso is not weak because its not weak the peso is weak because the dollar is strong
2022-10-12 12:56:19+00:00,utkrnwn,"“The dollar is strong” is a correct statement

And “the peso is weak” is also a correct statement

He should’ve stopped from elaborating further, nagmukha lang syang tanga
🤣🤣🤣🤣🤣"
2022-10-12 12:44:41+00:00,clarissehari_,@AngeloSenarlo it's giving weak peso strong dollar energy
2022-10-12 12:42:34+00:00,binimarcia,"@X4RA28 @RAS0921 @ChrisTroy2010 @inquirerdotnet Naintindihan ko iyan, Econ 101 actually. Ang hinihintay ko ay ang solusyon ni Sandro sa inflation na epekto ng weak ang peso kasi strong ang dollar. ""Wala tayong magagawa sa inflation dahil imported"". Sounds family ba?"
2022-10-12 12:41:36+00:00,pattykrub,"All things bright and beautiful,
All creatures great and small,
All things wise and wonderful:
The peso is weak because the dollar is strong."
2022-10-12 12:36:03+00:00,allxgrc,I would like to make one thing clear...the peso is not weak because the peso is weak. The peso is weak because the dollar is strong. 😔✌🏼❤️💚
2022-10-12 12:21:21+00:00,Skitchii,"@Richeydarian Sandro peso is weak cause wipe your face..
The dollar is too strong !!!!"
2022-10-12 12:20:27+00:00,lizchelss,"If the peso is weak because the dollar is strong, where’s the peck of pickled peppers Peter Piper picked? (2)"
2022-10-12 12:00:35+00:00,nowyouknowph,"Former PCGG Commissioner Ruben Carranza reacts to Rep. Sandro Marcos' claim that the Philippine peso is currently weak not because it is a weak currency but because the US dollar is strong.

#NowYouKnow
#NYK https://t.co/ulkwUmLAxy"
2022-10-12 11:51:14+00:00,Maine1021,"OK U ALL QUITE!

LET ME XPLAIN IT FURTHER FOR SANDRO.

THE PESO IS WEAK WHILE THE DOLLAR IS STRONG. THE DOLLAR IS STRONG WHILE THE PESO IS WEAK.

GANURN!! https://t.co/rNCNH5aCm4"
2022-10-12 11:49:35+00:00,Arcane_death,The peso is weak because the peso is weak. The peso is weak because the dollar is strong 🥺
2022-10-12 11:45:07+00:00,fimmieteen,"that sandro logic on the weak peso, strong dollar reminds me of my essay sa juris exam namin kanina 🧍🏻‍♀️🧍🏻‍♀️🧍🏻‍♀️🧍🏻‍♀️"
2022-10-12 11:36:25+00:00,chai85775509,@KevinKalbo LENI DID NOT LOSE BECAUSE LENI LOST! LENI LOST COZ OF SUPPORTER LIKE YOU WHO SEE NOTHING WRONG WITH “unselfless” but can not comprehend sandros explanation of the weak peso in comparison to a strong dollar! Pero syempre matalino kayo! Matino and all! And yet you cant see ano mali
2022-10-12 11:32:10+00:00,katrventura,"yes, the dollar is strong AND the peso is weak. we know this from the record low Php 58 to USD 1 in Sept. the follow-up question we should be asking him is this: what is gov't doing about it?"
2022-10-12 11:07:22+00:00,jose_valentine,"kung weak ang peso at strong ang dollar, eh di bayaran niyo na yun 203B in peso 🫢.

end."
2022-10-12 10:44:50+00:00,Adi85078908,@etsgwolden The peso is not weak because the peso is weak. The peso is weak because the dollar is strong HWHAHAHAHAHAHAHAHAHAH manang mana
2022-10-12 10:39:52+00:00,_charles1997,"@aiigyu Its giving. ""The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong"" vibez"
2022-10-12 10:36:20+00:00,kcvictor_,"The peso can be strong on it's own, we shouldn't depend on the dollar rate. If we can make the peso strong, that doesn't mean that dollar will be weak, gosh."
2022-10-12 10:31:16+00:00,HarryGimena1,bawal lumabas kasi the peso is weak and the dollar is strong😁
2022-10-12 10:25:38+00:00,krstiten,the peso 🅿️ is weak 😪 because 🤨 the dollar 💲 is strong 💪
2022-10-12 10:23:27+00:00,_DRINKerbell,"Daming chikaness about peso being weak because dollar is strong. Basta ako ang alam ko IM STRONG, pero may mga pagkakataong I get weak. Marupok ganon 🤣"
2022-10-12 10:16:08+00:00,outsidechamber,"Sandro: The peso is weak because the dollar is strong.

Economists &amp; Entrepreneurs: He's right.

Meanwhile..

Mga proud professors, Lawyers, PhD, MD:
*ginawan ng meme at joke yung sinabi ni sandro imbis i-analyze*

Ganito na ba mga ""professional"" ngayon? https://t.co/NJ4RwuXTfd"
2022-10-12 10:06:37+00:00,zmarjkewl,"Roses are red
Violets are blue 
Peso is weak
Dollar is strong 

My 2 cents 😂🫰"
2022-10-12 10:02:17+00:00,utkrnwn,"Sa nagtatanggol kay Sandro kasi “technically correct”. Yung 2nd statement nya negates the first. “The peso is weak” &amp; “the dollar is strong” ay both true. So yung first sentence nya ay lutang. Nung si Leni grabe maka-nitpick, tas pagtatanggol nyo si Sandro sa lutang moments 🤣"
2022-10-12 10:01:18+00:00,msnph,"Memes satirize Sandro Marcos saying ‘peso is weak because dollar is strong’, but was he wrong? https://t.co/fllGXzmsiL https://t.co/IVFOxNw5KR"
2022-10-12 09:55:15+00:00,JhonDizon146,"Libre pong itama kung mali ako...

Ang fluctuation ng currency ng bansa against dollar depende sa GOLD RESERVE at DOLLAR RESERVE ng Central Bank ng bansa...

Yong “strong dollar not weak peso” na paliwanag Chariz ay naging mas malabo at mas magulo pa sa kulot na bolbol 🤣🤣😃🤣"
2022-10-12 09:49:31+00:00,taksped,The peso is not weak because the peso is weak the peso is weak because the dollar is strong
2022-10-12 09:47:10+00:00,taksped,The peso is weak because the peso weak but because the dollar is strong...
2022-10-12 09:44:58+00:00,kagwangaka,"@unusual_whales “The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong,”

Like the young Marcos in the Philippines 😂
WTF."
2022-10-12 09:42:43+00:00,Flowers46080271,"@reginatruther Inspired by 

The peso is not weak because peso is weak,
The peso is weak because the dollar is strong"
2022-10-12 09:35:25+00:00,sebcalaguas,"So kapag sinuntok ni Peso ang sarili niya, is it weak or strong? Si Dollar kasi strong daw eh."
2022-10-12 09:33:50+00:00,DAarzadon,"The peso is weak because the dollar is strong. 

🙄🙃"
2022-10-12 09:33:21+00:00,LoeyKyoong6104_,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-12 09:33:16+00:00,LoeyKyoong6104_,"@_slayyeon The peso is not weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-12 09:32:26+00:00,LizardoJan,"@PhilstarNews The peso is not weak because the peso is weak. The peso is weak because the dollar is strong. 
#Goldenera"
2022-10-12 09:24:00+00:00,jimmijares1,"yeah, which is to be expected from the same people who think that ""peso is weak because dollar is strong"" is godtier economic analysis"
2022-10-12 09:21:22+00:00,fluffyweee,"the peso is not weak not because the peso is weak, the peso is weak because the dollar is strong 

sige beh clowning malala"
2022-10-12 09:20:57+00:00,yesaurprio,"@zoaprios becuz the peso is not weak, because the peso is weak. The peso is weak because the dollar is strong"
2022-10-12 09:10:49+00:00,PKV32_,@bongbi05 @Michael550265 Peso is weak because dollar is strong? How will you interpret that Mr. Secretary of the Department of Interpretation and Explanation?
2022-10-12 09:05:49+00:00,Xalter14,"@criiiiiiiiMD Sandro has actually explained it succinctly. It became a mistake due to the failure of the KAKAMPOTA cult to understand the context. If you ask them why the peso is weak and the dollar is strong, their only answer will be ""KASALANAN NI BBM AT HINDI SI LENI ANG NAGING PANGULO."""
2022-10-12 09:05:00+00:00,yowgurljumski,@EyyDaydreamer sorry lods basta ang akoa ra man kay the peso is not weak bcs the peso is weak. the peso is weak bcs the dollar is strong po
2022-10-12 09:00:44+00:00,PHdiariesAnGie,"Eto kasi yung sinabi ni Sandro:

""The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong,” he said. “The dollar is strong for two reasons: kapag may krisis po sa ating […] mundo (when we have worldwide crisis) the impression that investors,"
2022-10-12 08:57:20+00:00,3_saguinsin,"Sir @realedumanzano kung host k ulit ng The Weakest Link ano ang tamang sagot A) The peso is not  weak because the peso is weak
B) The Peso is Weak because the dollar is strong
C) si Sandro Marcos ay Weakest link o Strongest Link? 😅 https://t.co/HdYgxEo3Qb"
2022-10-12 08:52:52+00:00,ClimacoJennifer,"@xylenequi11 Baka ibig nyang sabihin, ""the peso is weak not because the peso is weak but because the dollar is strong""? Mhina ata si pogi sa sentence construction. 😁🤭🤣"
2022-10-12 08:52:39+00:00,margaaareeeth,"The 😔 peso 🪙 is 👉 not 🚫 weak 🛐 because 🤡 the 🤑 peso 🪙 is 👎 weak 😓. The 🤩 peso 🪙 is 🤦weak 🐢 because 🌝 the 😅 dollar 🤑 is 🤢 strong 🛐

✌😅"
2022-10-12 08:52:32+00:00,CoconutsManila,"The president’s son is getting ripped for saying “The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong.” Hear what an economist had to say about it.

https://t.co/qvMsoBJoNM"
2022-10-12 08:46:35+00:00,PHdiariesAnGie,"Eto kasi yung sinabi ni Sandro:

""The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong,” he said. https://t.co/ZZH8nE18PX"
2022-10-12 08:44:53+00:00,onenewsph,"The Philippine peso closed at 58.965 to the US dollar on Wednesday, maintaining a weak performance since reaching P59 on Monday.

The greenback remained strong vs other currencies, as traders braced for US inflation data &amp; its implications for further Federal Reserve rate hikes. https://t.co/6DQJSRPOJq"
2022-10-12 08:40:28+00:00,zurcyob417,"@ogiediaz Mason ako gago!
Barkada ko si Borgy Manitoc!
The peso is weak because the dollar is strong!"
2022-10-12 08:38:33+00:00,ChukChenez,"Why the peso is weak and the dollar is strong? 
Kakampinklawan:
Kasalanan ni BBM, dapat si Leni ang naging presidente!
😂😂😂okay next💅🏼"
2022-10-12 08:31:14+00:00,anne46025124,"@nakedcameraman Sya sige gawin nating positive para matuwa namn kayong mga bobong pulangaw. “ the peso is not strong because the peso is strong, the peso is strong because the dollar is weak”-jr alamano son of the weak.  Oh ano ok na? 🤣🤣🤣happy?🤣🤣🤣🤣🤣🤣"
2022-10-12 08:22:41+00:00,marieclariice,"I, therefore conclude, that in order for the peso to become strong, the dollar must become weak 💰💸💀

Charotism idk(2)"
2022-10-12 08:20:41+00:00,11rm_docx,"The peso is not weak because the peso is weak. The peso is weak because the dollar is strong - Sandro

hatdog"
2022-10-12 08:18:10+00:00,lovemoonjun,"Give us the “the peso is weak not bc the peso is weak, its bc the dollar is strong” kinda vibe https://t.co/HnnmwfOS5L"
2022-10-12 08:15:54+00:00,teddyboylocsin,"@mangunonmarkets yours are always the last words on any subject especially business; what's the authoritative take on the ""weak"" peso and the ""strong dollar""."
2022-10-12 08:12:05+00:00,rapplerdotcom,"WATCH: Is the peso weak because the dollar is strong? Watch this explainer by Rappler’s business reporter @RalfRivas to find out. 👀

READ: https://t.co/Ot8rubYKPY https://t.co/XZZwaH7Hlz"
2022-10-12 08:11:33+00:00,Randajad07,"The peso is weak coz the dollar is strong. Therefore, I am not happy even if I choose to be happy coz sadness is very strong 🥺

(c) Sir Gavs"
2022-10-12 08:04:30+00:00,RmjRon,"Pati sa ""the pesos is weak because the dollar is strong"" eh debate wamu nangabuang mao lagi ng babag comprehension ba wasila kabalo ang kwarta sa kalibutan ga revolve using us dollar 💩"
2022-10-12 08:01:51+00:00,cancerousman,"Peso is not weak only because dollar is strong.
There are factors contributing to our weak peso exchange. 

At hindi niya kailangan ng whiteboard kung ang solusyon lang niya is to ""sit back and hold tight"" 😒😒 https://t.co/Uc946M5h00"
2022-10-12 08:01:16+00:00,iMbusyble,"Nauumay ako sa peso is not weak, dollar is strong issue. Masyadong mababaw.

Next topic please...😆😆😆"
2022-10-12 07:57:38+00:00,Xalter14,"@rowena_guanzon Sandro has actually explained it succinctly. It only became a mistake due to the failure of the KAKAMPOTA cult to understand the context. If you ask them why the peso is weak and the dollar is strong, their only answer will be ""KASALANAN NI BBM AT HINDI SI LENI ANG NAGING PANGULO"
2022-10-12 07:50:51+00:00,BatangLibis,"@VolimyaNervosa The united states dollar is a stable currency viewed as the safest especially in this time of crisis, the peso tells otherwise because its leaders has no stable mindset to estabilize its value. Because its leader is weak and the dollars leader is strong."
2022-10-12 07:48:43+00:00,mikayladkarin,"Sabi ng kapatid ko, may bayad na daw ang paperbag sa Uni/qlo, 2 pesos each. Iba talaga kapag the peso is weak and the dollar is strong. https://t.co/XEzJQngFl7"
2022-10-12 07:42:37+00:00,marieclariice,"So, if the peso is strong, the dollar is weak? Inversely proportional yarn? Hindi ba pwedeng maging strong ang peso on its own? Charotism idk"
2022-10-12 07:38:45+00:00,Marcolei41993,Ung ang ingay nyo sa weak peso strong dollar pero antahimik nyo sa unselfless hahahaha
2022-10-12 07:36:31+00:00,ramzmel10308,"@nakedcameraman In our country peso is not weak,naging weak yung peso when we compare it to US dollar, that's why naging weak yung peso it's because dollar is strong. Get's nyo na???"
2022-10-12 07:32:36+00:00,stunninglino,peso ₱ is not weak😖 because ₱eso is weak🚶🏻‍♀️ the ₱ is weak😓 because the dollar💰 is strong💪🏼 aye domino😎flick 🤌🏼 and a drop⬇️ and i see 👀 it all fall down📉 shakin'💃🏻 the world 🌎 magnitude🏚 makin' everything🏙 crumble👊🏼 like blah👅 blah👅
2022-10-12 07:31:58+00:00,_aaaxyz,"@datumx11 Ang pinakabobo, ung hindi makaintindi. And ung hindi makaintindi is ikaw and your fellow Kakamputas. 

STRONG DOLLAR DOES NOT MEAN THAT PESO IS WEAK.

Humingi ka ng explanation sa totoong economist, hindi puro asa ka nlng sa chismis."
2022-10-12 07:27:17+00:00,ladydakki,"Bet on PESO 🇵🇭

😊😉 @bongbongmarcos

Sabi ni @sandromarcos7 weak ang peso dahil strong ang dollar 💰 however not for long 😊

PESO is strong 🤔 lets see when all things will crumble

https://t.co/6c2gQCu4Wj"
2022-10-12 07:23:50+00:00,niconiconiina,"Peso weak something something dollar strong something a queen is never late, everyone else is simply early something something"
2022-10-12 07:23:16+00:00,teetrudeau,"@EDENAGU43721338 @ReggieMilitante Per father and son

Peso is weak
Its the dollar that is strong

Wtf???"
2022-10-12 07:12:43+00:00,pat_jvr,"Last June, now BSP Governor Felipe Medalla was quoted: ""This is a strong dollar problem, not a weak peso problem.”"
2022-10-12 07:11:39+00:00,winston_cafe,"""the peso is not weak because the peso is weak, the peso is weak because the dollar is strong.""- sandro marcos

HAHAHAHAHAHAHA DOGSHOW"
2022-10-12 07:09:03+00:00,Paps_Caloy,"""The peso is weak because the dollar is strong"" https://t.co/ZLG8wSSkKE"
2022-10-12 07:03:49+00:00,yeo1h0ver,So how can we make dollar weak para maging strong ang peso?😭 Emzz
2022-10-12 07:03:47+00:00,bennie_cacay,"@MalacananEvents @klingande64 The peso is weak, it's just the dollar is strong. And, vice versa. Gets nyo."
2022-10-12 07:00:16+00:00,nowyouknowph,"IBON Executive Director Sonny Africa points out that the peso is weak because of the economy after Rep. Sandro Marcos' comment that ""The peso is weak because the dollar is strong.”

READ: https://t.co/7bXCNXBUzq

#NowYouKnow
#NYK https://t.co/NxUGWSv1WZ"
2022-10-12 06:57:33+00:00,iamwhatiam300,"Sandro is not wrong, because he is wrong. Sandro is wrong because your brains are f*cked up &amp; don't understand simple english, math, &amp; econ.
For the stupid f*ckers out there, eat the data below!
The peso is not weak,coz the peso is weak. The peso is weak coz the dollar is strong. https://t.co/NUkjeku86E"
2022-10-12 06:52:51+00:00,ahbabiboo,"tanginang away to, parang sandro marcos thoughts lang. 

""hindi kayo the best carats dahil sinabihan kayo na babalik sila dahil sa energy niyo. best carats kayo dahil hindi kami nasabihan ng they'll be back dahil sa energy namin""

tanginang peso weak dollar strong yan"
2022-10-12 06:52:27+00:00,iamwhatiam300,"@iskrukutoy The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong. https://t.co/eu96PSC1fZ"
2022-10-12 06:49:39+00:00,vicchanbaquero,Mangita natag more side hustle kay the peso is not weak because it's weak. The peso is weak because the dollar is strong
2022-10-12 06:37:06+00:00,totocovy,"@V2Mikeyy @05_berserker @AltStarMagic Kayo ang bobo, hndi naman sa ganyan ang issue,, ang issue jan eh peso is weak dollar is strong,, at sa kanyang context he explain why peso is weak, pinatunayan nya lng na wala talagang investors ang pumasok sa pinas,, at wla silang ginagawang paraan bakit mahina ang peso.. bogok"
2022-10-12 06:27:41+00:00,helterskelt3rrr,"Ikaw ang tanga. When you say the peso is weak or strong, it is always compared to the US dollar, the currency of foreign trade and finance, all other currencies do not matter. So to say that the US dollar is just so strong is to admit the point that the peso is weak. Idiot."
2022-10-12 06:23:18+00:00,jjj_tsar,"Just weak appreciation of PHPeso depreciation: “strong dollar, not weak peso”! Both the subject and moronic recipient got it all wrong! Just add value to macro-econ knowledge on currency fluctuations!"
2022-10-12 06:20:42+00:00,ViktorvonGerden,"@inquirerdotnet @GabrielLaluINQ Sophistry.

If the dollar is outpacing the peso, that does not only mean the dollar is strong. It means the peso is weak since it's not able to keep up with the dollar."
2022-10-12 06:10:18+00:00,alfonz___m,Peso is weak because US Dollar and Thai baht and Malaysian ringgit and Indonesia rupiah and Brunei dollar and Singaporean dollar are strong 😆
2022-10-12 06:04:25+00:00,sound_of_joyy,"""MAINGGIT KAYO HAWAK KO BRASO NI CHAN"" Oh edi the peso is not weak because the peso is weak. the peso is weak because the dollar is strong https://t.co/71LjBeYpAH"
2022-10-12 06:04:06+00:00,isciob,"@carlabrews With the weak peso and strong dollar, you maybe able to buy rice at the current price for less.  Unless, you are filthy rich or a corrupt govt employee or you're a big time paid troll to care, eh niloloko mo lang sarili mo.  🙂👍"
2022-10-12 06:03:47+00:00,ohlilinit,"Peso is not weak, Dollar is just strong. Nan"
2022-10-12 05:54:13+00:00,maria47215,@Pops_Inday2022 @MissHugotera @sandromarcos7 Peso is weak because dollar is strong that his is point . ✌🏻🇵🇭👊🏻 https://t.co/OcS4DXmbFk
2022-10-12 05:51:26+00:00,chimkenwinner,@0CZVRN hindi ka tamad kaya ka hindi nagrereview. hindi ka nagrereview because the peso is not weak because the peso is weak. the peso is weak because the dollar is strong.
2022-10-12 05:50:44+00:00,chimkenwinner,the peso is not weak because the peso is weak. the peso is weak because the dollar is strong. ❤️💜❤️‍🔥💓🧡🖤❤️‍🩹💗💛🤍❣️💖💚🤎💕💘💙💞💝
2022-10-12 05:48:16+00:00,hichorukun,Marami pa din sigurong nauuto nitong mga ganitong text dami kasing tanga bumoto daw ba ng the peso is not weak but it is weak and yet the dollar can never be weak yet i am strong https://t.co/QKEDUUQ8Wk
2022-10-12 05:40:43+00:00,solrafaelryan_,"Agree. The peso is weak because the dollar is strong. 

But disagree. The peso became weaker because your father is weak and is not doing his job as the President of this country. Shit happens because he didn't even finish college so he knows nothing about economics. #Unity"
2022-10-12 05:39:21+00:00,Love_Jooonie,"Dati pag go-grocery ang stress reliever ko... Ngayon dagdag na siya sa stress ko. Tapos may makikita akong statement na ""strong ang dollar kaya weak ang peso"" 💀"
2022-10-12 05:39:04+00:00,_c_moments,"""The peso is not weak bcoz the peso is weak. The peso is weak bcoz the dollar is strong."" 👏🏼
Make it weaker and make the dollar stronger. 'Coz the peso is weak. 👏🏼👁️👄👁️"
